Site,Year,Season,SurveyType,TideZone,Transect,Quad,Species,Density
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Chamaesipho brunnea,48.056
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Chamaesipho brunnea,48.056
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Chamaesipho brunnea,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Chamaesipho brunnea,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Chamaesipho brunnea,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Chamaesipho columna,40176
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Chamaesipho columna,6696
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Chamaesipho columna,107136
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Chamaesipho columna,107136
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Chamaesipho columna,77004
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Chamaesipho columna,100440
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Chamaesipho columna,137268
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Chamaesipho columna,53568
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Chamaesipho columna,117180
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Chamaesipho columna,75330
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Chamaesipho columna,16740
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Chamaesipho columna,66960
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Chamaesipho columna,40176
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Chamaesipho columna,97092
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Chamaesipho columna,100440
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Chamaesipho columna,130572
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Chamaesipho columna,80352
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Chamaesipho columna,100440
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Chamaesipho columna,58590
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Chamaesipho columna,100440
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Chamaesipho columna,133920
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Chamaesipho columna,33480
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Chamaesipho columna,40176
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Chamaesipho columna,77004
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Chamaesipho columna,50220
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Chamaesipho columna,58590
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Chamaesipho columna,68634
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Chamaesipho columna,33480
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Chamaesipho columna,33480
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Chamaesipho columna,61938
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Chamaesipho columna,50220
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Chamaesipho columna,8370
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Chamaesipho columna,43524
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Chamaesipho columna,83700
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Chamaesipho columna,110484
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Chamaesipho columna,95418
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Chamaesipho columna,100440
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Chamaesipho columna,145638
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Chamaesipho columna,92070
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Chamaesipho columna,133920
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Chamaesipho columna,75330
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Chamaesipho columna,66960
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Chamaesipho columna,122202
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Chamaesipho columna,97092
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Chamaesipho columna,112158
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Chamaesipho columna,132246
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Chamaesipho columna,108810
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Chamaesipho columna,71982
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Chamaesipho columna,38502
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Chamaesipho columna,108810
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Chamaesipho columna,66960
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Chamaesipho columna,108810
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Chamaesipho columna,58590
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Chamaesipho columna,135594
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Chamaesipho columna,154008
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Chamaesipho columna,83700
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Chamaesipho columna,10044
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Chamaesipho columna,142290
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Chamaesipho columna,108810
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Chamaesipho columna,100440
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Chamaesipho columna,133920
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Chamaesipho columna,125550
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Chamaesipho columna,118854
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Chamaesipho columna,112158
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Chamaesipho columna,50220
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Chamaesipho columna,8370
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Chamaesipho columna,3348
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Chamaesipho columna,58590
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Chamaesipho columna,118854
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Chamaesipho columna,71982
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Chamaesipho columna,56916
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Chamaesipho columna,122202
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Chamaesipho columna,50220
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Chamaesipho columna,117180
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Chamaesipho columna,58590
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Chamaesipho columna,100440
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Chamaesipho columna,145638
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Chamaesipho columna,58590
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Chamaesipho columna,133920
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Chamaesipho columna,133920
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Chamaesipho columna,66960
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Chamaesipho columna,123876
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Chamaesipho columna,75330
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Chamaesipho columna,147312
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Chamaesipho columna,6696
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Chamaesipho columna,113832
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Chamaesipho columna,97092
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Chamaesipho columna,15066
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Chamaesipho columna,122202
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Chamaesipho columna,80352
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Epopella plicata,547.04
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Epopella plicata,27.352
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Epopella plicata,1641.12
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Epopella plicata,547.04
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Epopella plicata,1367.6
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Epopella plicata,547.04
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Epopella plicata,273.52
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Epopella plicata,1094.08
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Epopella plicata,273.52
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Epopella plicata,1367.6
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Epopella plicata,2735.2
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Epopella plicata,273.52
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Epopella plicata,4102.8
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Epopella plicata,547.04
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Epopella plicata,273.52
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Epopella plicata,136.76
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Epopella plicata,273.52
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Epopella plicata,4102.8
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Epopella plicata,2735.2
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Epopella plicata,273.52
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Epopella plicata,273.52
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Epopella plicata,1094.08
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Epopella plicata,1641.12
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Epopella plicata,4102.8
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Epopella plicata,820.56
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Epopella plicata,4102.8
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Epopella plicata,273.52
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Epopella plicata,820.56
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Epopella plicata,27.352
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Epopella plicata,136.76
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Epopella plicata,2735.2
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Epopella plicata,5470.4
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Epopella plicata,547.04
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Epopella plicata,6838
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Epopella plicata,547.04
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Epopella plicata,1641.12
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Epopella plicata,27.352
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Epopella plicata,547.04
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Epopella plicata,54.704
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Epopella plicata,27.352
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Epopella plicata,273.52
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Epopella plicata,1914.64
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Epopella plicata,1641.12
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Epopella plicata,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Epopella plicata,820.56
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Epopella plicata,2188.16
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Epopella plicata,547.04
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Epopella plicata,273.52
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Epopella plicata,136.76
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Epopella plicata,136.76
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Epopella plicata,1094.08
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Epopella plicata,2188.16
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Epopella plicata,273.52
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Epopella plicata,547.04
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Epopella plicata,273.52
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Epopella plicata,1641.12
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Epopella plicata,27.352
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Epopella plicata,820.56
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Epopella plicata,136.76
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Epopella plicata,1641.12
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Epopella plicata,136.76
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Epopella plicata,820.56
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Epopella plicata,273.52
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Epopella plicata,273.52
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Epopella plicata,273.52
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Epopella plicata,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Epopella plicata,136.76
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Epopella plicata,1641.12
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Epopella plicata,1367.6
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Epopella plicata,547.04
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Epopella plicata,2735.2
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Epopella plicata,547.04
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Epopella plicata,547.04
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Epopella plicata,1367.6
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Epopella plicata,136.76
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Epopella plicata,547.04
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Epopella plicata,273.52
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Epopella plicata,136.76
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Epopella plicata,273.52
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Epopella plicata,820.56
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Epopella plicata,820.56
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Epopella plicata,820.56
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Epopella plicata,547.04
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Epopella plicata,1367.6
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Epopella plicata,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Epopella plicata,273.52
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Epopella plicata,27.352
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Epopella plicata,3555.76
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Epopella plicata,547.04
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Epopella plicata,273.52
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Mytilus galloprovincialis,1195.92
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Mytilus galloprovincialis,688.56
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Mytilus galloprovincialis,108.72
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Mytilus galloprovincialis,144.96
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Mytilus galloprovincialis,869.76
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Mytilus galloprovincialis,217.44
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Mytilus galloprovincialis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Mytilus galloprovincialis,652.32
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Mytilus galloprovincialis,72.48
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Mytilus galloprovincialis,362.4
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Mytilus galloprovincialis,362.4
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Mytilus galloprovincialis,1087.2
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Mytilus galloprovincialis,869.76
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Mytilus galloprovincialis,507.36
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Mytilus galloprovincialis,36.24
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Mytilus galloprovincialis,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Mytilus galloprovincialis,434.88
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Mytilus galloprovincialis,18.12
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Mytilus galloprovincialis,36.24
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Mytilus galloprovincialis,652.32
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Mytilus galloprovincialis,289.92
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Mytilus galloprovincialis,1558.32
